store_id,store_grade,store_name,member_id ,member_name,order_count,score,phone,store_qq,store_email,area_info,store_address,page
272465,32,哈尔滨鲜花店,11234,哈尔滨鲜花蛋糕店,8691,5,13804500622、15645670220,243181627,哈尔滨鲜花蛋糕店,黑龙江省哈尔滨市香坊区,旭升南街,6
415787,32,晨曦花园,146590,晨曦花园,4394,5,13311073677、13641339459,2114224699,2114224699@qq.com,北京市朝阳区,樱花园16号,6
223868,32,枫叶花艺空间,21432,南宁枫叶花艺,5874,5,18677112261、13768440537,,南宁枫叶花艺,广西省南宁市青秀区,思贤路35号,6
286134,3111,郁香阁鲜花,19482,郁香阁鲜花,7267,5,18611628885、15911141194,501395768,郁香阁鲜花,北京市海淀区,西直门交大东路56号,6
281022,321,北京花乐康语花艺,11036,北京花乐康语花艺,5002,5,13718683428,619626064,619626064@qq.com,北京市昌平区,立水桥地铁站附近,7
290842,3111,广州二八鲜花,22152,广州二八鲜花,2251,5,18925087137,297352000,297352000@qq.com,广东省广州市越秀区,水荫路12号,7
437304,3111,魏巍鲜花配送,190617,魏巍鲜花配送,1010,5,13020281351、13701624505,2684475556,2684475556@qq.com,上海市杨浦区,杨浦区控江路1628,7
421916,3111,上海鲜花配送实体店,168436,上海鲜花配送实体店,5929,5,15061640968、13761666683,1836815241,459777361@qq.com,上海市普陀区,金沙江路1688号,7
226162,3111,惠州千彩花店,18456,惠州千彩鲜花店,3644,5,15016066130、18003016275,910005680,linglang010@163.com,广东省惠州市惠城区,东湖花园 东湖三街89-42号,7
282476,3111,温州印象花艺,22116,温州印象花店,6880,5,18106786399,124393576,124393576@qq.com,浙江省温州市瓯海区,浙江省温州市瓯海区塘西中路119号印象鲜花店,7
333018,3111,北京点点鲜花坊,62594,北京点点鲜花坊,7465,5,15801247798,2130321164,2130321164@qq.com,北京市西城区,西城区广安门手帕口南街46-8号,7
308022,3111,浪漫花屋,34240,情人花漂亮,6761,5,17710855360,1689617767,1689617767@qq.com,北京市西城区,西城区旧鼓楼大街大石桥4号,7
332993,3111,厦门益辉鲜花坊,62556,厦门益辉鲜花坊,3904,5,13123179551、18559891172,3189805828,3189805828@qq.com,福建省厦门市思明区,东坪三里69号,7
301985,3111,小蜜蜂花城,26082,小蜜蜂花城,3961,5,13488923139、13982212046,2290921369,2290921369@qq.com,四川省成都市金牛区,蜀汉路89号花好月圆,7
238429,321,安庆市翩翩花卉鲜花店,20991,安徽安庆翩翩鲜花,107,5,13855686387,1069330507,1069330507@qq.com,安徽省安庆市大观区,纺织南路98-3号,8
258587,322,明流时尚花艺,3680,明流时尚花艺,425,5,18106740358,986089708,laihao7878@163.com,浙江省温州市鹿城区,温州市鹿城区滨江街道罗湾锦苑5栋106,8
421071,311,东莞花满楼,166766,东莞花满楼,6645,5,13823260817,68402688,68402688@qq.com,广东省东莞市莞城区,东莞市东城区莞城石井大道108,8
282187,311,重庆小雨花坊,11689,小雨花坊,6174,5,18323035795,1195024637,1195024637@qq.com,重庆市沙坪坝区,重庆市沙坪坝区三峡广场王府井B座26-12,8
311412,311,北京静花苑,40401,北京静花苑,6774,5,18810272589,714719525,7147525@qq.com,北京市海淀区,海淀区首体南路，主语国际,8
264472,311,蓝岛花卉,22572,南京蓝岛花卉,2124,5,13951761366、13327800616,864355248,1761551066@qq.com,江苏省南京市建邺区,南京市长虹路253号,8
252725,322,台州流星花房,17896,台州流星花房,78,5,13968403333,148137663,148137663@qq.com,浙江省台州市温岭市,温岭市泽国镇鹤池路160号,8
380919,311,花小姐鲜花坊,111076,花小姐鲜花店,6528,5,15142002263、13940563810,2028133809,2028133809@qq.com,辽宁省沈阳市铁西区,兴工街28,8
236702,322,红袖添香花坊,12290,红袖添香,0,5,13371710315,284767778,qln0212@163.com,北京市海淀区,万泉河路62号院3号楼,8
303109,311,小丸子鲜花,27189,小丸子鲜花,5776,5,18618189880,43182315,43182315@qq.com,北京市丰台区,北京市丰台区东大街东里前平房,8
235188,3322,厦门迷情花坊,21578,厦门迷情花坊,484,5,18900221131,499292778,499292778@qq.com,福建省厦门市思明区,东坪二里187号,9
415699,3211,洪源花店,146486,爱花居东城店,1993,5,15301125290、18601034080,1653073139,13810021708@163.com,北京市东城区,北京市东城区美术馆后街65号美术馆后街-65号楼美术馆后街65号楼下平房。,9
238226,311,北京火红的味道鲜花店,21286,北京彩虹蓝黛鲜花店,6427,5,18310083188、13621177511,2131416121,1527206618@qq.com,北京市朝阳区,北沙滩华源冠军城1号楼,9
415680,311,蓝岛flower,146459,蓝岛flower,2818,5,13389246302、13389246302,414826140,414826140@qq.com,陕西省西安市雁塔区,柏树林39号,9
255665,311,杭州蓝岛花卉,22145,杭州蓝岛花卉,652,5,15394299616、13376817828,1492968328,393622223@qq.com,浙江省杭州市下城区,华中南路219号花卉世界北区606-608,9
332827,311,花花110,62343,15606539567,6381,5,15606539567,302690742,302690742@qq.com,浙江省杭州市下城区,新天地东方茂商业中心3号楼1018室,9
300866,311,美奇花花,24712,美奇花花,46,5,13417359505、18198916090,2552732314,2552732314@qq.com,广东省广州市越秀区,广州市越秀区云鹤南街,9
304473,311,北京亦香花坊,28930,1019542095,6195,5,15801039024、18618217939,1019542095,1019542095@qq.com,北京市昌平区,慧华苑东门,9
419251,311,花点心思鲜花坊,161597,花点心思鲜花坊,5963,5,17521278718、15001733278,863064837,863064837@qq.com,上海市浦东新区,上海市浦东新区锦绣路(地铁站)锦绣路(地铁站),9
443414,311,上海波波花艺,202726,上海波波花艺,51,5,18616986929、13701624505,1164908366,1164908366@qq.co,上海市浦东新区,浦东新区花木路108号,9
268591,32111,昆明七彩鲜花店,22241,ynhua@qq.com,55,5,13888644380、18987150062,112843490,ynhua@qq.com,云南省昆明市盘龙区,联盟路尚义花市177号附4、5号,10
427066,311,蜂鸟鲜花,179169,上海蜂鸟鲜花,2021,5,15502111142,3454239521,3454239521@qq.com,上海市黄浦区,淡水路100,10
220690,321,塘沽晴晴晴花店,18136,jsxyxuqiang,2847,5,15822619509、19802277120,417458531,417458531@qq.com,天津市滨海新区,天津市滨海新区联合村6栋联合村-6号楼1门101,10
308058,311,美好鲜花（顺义店）,35218,美好鲜花1,2121,5,15321552622、18518098839,2540395325,lvdawei0306@163.com,北京市顺义区,顺义区宏城花园底商6号楼1-4,10
302057,311,佛山心贝花艺,26171,甜密密鲜花店,3959,5,15986073608,379323545,379323545@qq.com,广东省佛山市南海区,大沥镇水头何公园,10
229248,311,苏州阿琳鲜花蛋糕实体店,19658,苏州野鹤鲜花,6065,5,15952448545,95894576,95894576@qq.com,江苏省苏州市姑苏区,凤凰街200号，唯爱花艺,10
301503,311,济南花之舞鲜花店,25480,济南花之舞鲜花店,4971,5,13256661006,1191508866,1191508866@qq.com,山东省济南市历下区,大明湖西南门对面,10
307974,311,爱花居银川市正源南街店,35078,紫藤花艺店,5645,5,15909506079、17795029147,63516585,63516585@qq.com,宁夏银川市金凤区,高新技术开发区正源南街145号,10
259169,311,北京鲜花,19475,北京芙蓉花艺,2646,5,13911861801,1500450495,laijianhui888@163.com,北京市朝阳区,北京朝阳区东苇路鑫兆佳园15号楼一层底商,10
213683,3211,杭州花无缺花店,22787,杭州花无缺花店,1080,5,15888849713、15925661651,1308919842,1308919842@qq.com,浙江省杭州市余杭区,东湖中路317号,10
211991,3211,贵阳芯缘花艺,20866,幸运花艺,468,5,18188006216、15885502714,1083144149,1083144149@qq.com,贵州贵阳云岩区,宝山北路322号,11
218711,3111,贵阳蔓延花艺,22136,gouwei1314520@qq.com,3804,5,18985580950,2637466895,gouwei1314520@qq.com,贵州省贵阳市南明区,富水南路74--2号,11
245671,311,上海浦东香语鲜花速递,22661,上海浦东香语鲜花,2707,5,15286021543、15855260414,792805078,792805078@qq.com,上海市浦东新区,唐陆公路1602号,11
424066,31,北京朝阳区港缘花卉,173182,北京港缘花卉4,1858,5,13021957027、13021957027,854308857,1320661602@qq.com,北京市朝阳区,星火西路19号苏宁易购,11
258750,31,上海久豪花坊,19528,久豪花坊,3422,5,13761192830,774684804,shjiuhao@hotmail.com,上海市普陀区,上海市静安区灵石路1197号,11
245269,32,无锡花之韵鲜花店,22139,505166687@qq.com,3061,5,18751553991,772631163,505166687@qq.com,江苏省无锡市崇安区,无锡市崇安区南禅寺(地铁站)南禅寺(地铁站),11
240202,31,爱花居天津市嘉陵南里店,16155,爱雅鲜花店,5074,5,18920139961、18322218003,2990279634,tj_amandawq@163.com,天津市南开区,天津市南开区嘉陵南里17号楼底商,11
286753,31,北京如意花坊,837,北京如意花坊,5460,5,13439428596、18810490051,804044829,804044829@qq.com,北京市海淀区,北京市朝阳区立水桥明天生活馆,11
288836,311,安妮时尚鲜花速递,10771,安妮时尚鲜花速递,2731,5,18601034080,1653073139,728337441@qq.com,北京市朝阳区,北京市朝阳区霞光里35号院1号楼霞光里35号院-1号楼七单元101,11
302380,31,上海薇尼花艺,26543,上海薇尼花艺,5733,5,13761666683、13701624505,2439711947,2439711947@qq.com,上海市杨浦区,上海市杨浦区控江路1442号,11
422036,31,广州喜羊羊鲜花速递,168687,喜羊羊鲜花速递,5806,5,13929180186、13929180186,918692958,918692958@qq.com,广东省广州市天河区,梅花园地铁站B口200米,12
291119,31,爱花居北京市复兴路店,9909,花开富贵,2143,5,18710119960、18301508447,1711461047,1585999260@qq.com,北京市朝阳区,天利宏,12
307146,31,桐馨花店,33406,桐馨花店,2919,5,15220222775、13418666600,597161902,597161902@qq.com,广东省深圳市福田区,滨河新村25栋,12
251330,31,石家庄成成花艺,22250,成成花坊,4679,5,13613317776,9879065,307938500@qq.com,河北省石家庄市裕华区,育才街43中北侧100米路西,12
224405,32,爱花居昆明市昆州路店,21941,昆明七月雨,1736,5,13888007852,369401604,611ly@163.com,云南省昆明市西山区,昆州路123号,12
414723,31,春园鲜花婚庆店。,145086,s13681949424,5308,5,13681949424,2210752108,2210752108@qq.com,安徽省合肥市肥西县,安徽省合肥市肥西县文一名门绿洲(繁华大道南210米)名门绿洲文一名门绿洲北门,12
281595,31,成都有家花坊,22110,成都有家花坊,5607,5,13438967870,277422533,wangzhen277422@yahoo.cn,四川省成都市武侯区,肖家河正街100号附5号,12
416386,31,千日鸿,147378,重庆蓝岛花店,5358,5,18983843685、13808031955,,2185166901@qq.com,重庆市南岸区,会展花市b区116,12
265741,31,潍坊玫瑰花语鲜花,10989,潍坊玫瑰花语鲜花,5439,5,13573629975、13573629975,2856898801,2856898801@qq.com,山东省潍坊市奎文区,文化路与民生街交叉路口南200米路西,12
301409,31,深圳龙岗木兰花店,25375,深圳龙岗木兰花店,5301,5,18822869430、18129946692,419346591,419346591@qq.com,广东省深圳市龙岗区,龙岗区横岗街道心愉街9号,12
380633,31,浅草时光,110713,浅草时光花坊,5255,5,13823108559、13641456102,1050579493,2077326804@qq.com,广东省深圳市南山区,桃源街道龙井村西区2栋1-2铺,13
438916,31,北京威威鲜花绿植超市2店,193871,1587024198,4607,5,18301004601,1587024198,1587024198@qq.com,北京市朝阳区,通州区口子村,13
227063,31,广州你家花坊,21633,广州鲜花配送,4473,5,15902074545、18922756658,584999287,584999287@qq.com,广东省广州市越秀区,广州市越秀区环市中路315号惠州大厦,13
303306,3111,爱花居上海市曹杨路店,27592,徐德思,1565,5,15000843778、18601634274,137096599,137096599@qq.com,上海市普陀区,上海市普陀区曹杨路957号B区1号,13
261832,31,信阳鲜花网,21595,信阳鲜花网,5042,5,13183365006、13603767530,635211484,635211484@qq.com,河南省信阳市浉河区,中山广场中心医院对面百合鲜花超市,13
333281,31,南昌花店-爱寻鲜花,62558,daxingxing,0,5,17099176757、15079081046,463854912,463854912@qq.com,江西省南昌市青山湖区,青山湖区北京东路1819号京东天虹1楼,13
239748,31,菏泽祥元鲜花店,20399,祥元鲜花店,4491,5,15264081993,361152944,361152944@qq.com,山东省菏泽市牡丹区,菏泽市青年路三角花园往北60米路西,13
423149,31,一千零一夜花艺馆,167261,燕姐花花,4991,5,15910401573,512985921,512985921@qq.com,北京市西城区,西城区西四东大街10,13
311059,31,北京温馨花艺,39946,一个花店,5238,5,18515603679、15510202445,412189895,412189895@qq.com,北京市昌平区,回龙观国仕汇小区13号楼底商209,13
281042,3,兰州蓝玫鲜花,21492,兰州蓝玫鲜花,3944,5,18694127297,894028581,2413179392@qq.com,甘肃省兰州市城关区,甘肃省兰州市城关区甘南路236号,13
380905,31,静萱花语,111056,静萱花语鲜花店,5261,5,13671900041、13671900041,161766962,161766962@qq.com,上海市浦东新区,上海市浦东新区浦建路620号（靠近陆家嘴）,14
421270,31,深圳花满楼龙华龙岗店,167116,深圳花满楼龙岗龙华店,3715,5,13480649105、13352966439,54833661,28988056@qq.com,广东省深圳市龙岗区,龙岗区坂田黄金山6巷13-14号,14
419197,3,红红鲜花屋,161427,迷妮魅花屋,4921,5,13126832905、18201517873,959724443,250030186@qq.com,北京市东城区,玉阁胡同3号,14
209636,31,爱花居上海市柳埠路店,22648,浦东百合鲜花,3308,5,18301992669,976826607,1025077491@qq.com,上海市浦东新区,浦东金桥牟平路139号,14
301696,31,爱花居长沙市人民路店,25738,紫蝶花艺,4323,5,13367496948,392635064,392635064@qq.com,湖南省长沙市雨花区,长沙市雨花区人民中路46号,14
421132,31,芬儿花品行花店,163515,芬儿花品行分部,5003,5,15957110161、18268126386,877101029,516440851@qq.com,浙江省杭州市下城区,文晖路284号,14
304118,31,爱丽诗花店,28509,爱丽诗花店,3847,5,18929211863,2485937599,1099001299@qq.com,广东省东莞市莞城区,东莞市，莞城区南阳一路,14
420523,31,520鲜花花坊,165272,520鲜花花坊,3589,5,18513878583,2787464943,2787464943@qq.com,北京市朝阳区,北京市朝阳区星河双语金盏校区西侧金盏文化广场,14
268003,3,珠海百花园,22731,珠海百花园,2775,5,13392533375、13392533375,595240106,609256917@qq.com,广东省珠海市香洲区,光明街63号33333323,14
282317,31,青岛皇家鲜花店,16102,青岛皇家鲜花,3519,5,13061203576,809249852,809249852@qq.com,山东省青岛市崂山区,秦岭路28号2-206,14
422431,3,欣馨花艺坊,169478,欣馨花艺坊,4811,5,13671182798、13671182798,2708567533,441768803@qq.com,北京市石景山区,北京市石景山区苹果园大街林业楼(海特花园附近)林业楼平房3号,15
420337,3,海口山雨花店,164257,山雨花店,4610,5,13379974231、13700407630,534794388,534794388@qq.com,海南省海口市秀英区,秀英大道海岛阳光三期一号铺面,15
268215,31,奇缘花店,11187,奇缘花店,4786,5,13983027367,1145257708,ranlf919@163.com,重庆市巴南区,学府大道71号附79号交通大学5号门（二塘轻轨站旁）,15
332912,3,鹿过花坊,62449,成都鹿过花坊,4570,5,13679022031,3252805914,1811778248@qq.com,四川省成都市双流县,泰升东街26号,15
305559,31,石家庄一加一鲜花蛋糕坊,30403,一加一鲜花蛋糕坊,4523,5,18230013646,1500230434,1500230434@qq.com,河北省石家庄市裕华区,青园街东岗怡园底商F-9,15
240229,3,北京爱爱花艺,22649,北京爱爱花艺,4797,5,13520039066、18201640217,1508477742,1508477742@qq.com,北京市海淀区,北大燕北园小区,15
242579,321,甜蜜蜜花艺坊,22032,NCW,591,5,18992035902,790499801,790499801@qq.com,陕西省咸阳市秦都区,中华小区北门,15
284656,3,爱花居株洲市泰山路店,22271,loren9409@sina.com,4479,5,13507337381、17773386182,28172886,loren9409@sina.com,湖南省株洲市天元区,泰山路天意楼136号,15
439562,3,杭州花满楼总店,195158,杭州花满楼,1241,5,15258835893、13288401242,2653499237,2653499237@qq.com,浙江省杭州市江干区,杭州市江干区钱环路68号中国邮政(钱江四苑邮政支局),15
308262,3,王小胖鲜花店,35638,王小胖鲜花店,4817,5,13910426754、13910426754,2334322409,2334322409@qq.com,安徽省合肥市蜀山区,社岗路与创业大道交叉口,15
368903,3,芷睿花坊,98795,芷睿花坊,4586,5,18775180539、17376447940,294175618,294175618@qq.com,广西省柳州市鱼峰区,荣军路南方花鸟市场2栋11号,16
303622,31,爱花居郑州市郑汴路店,27951,玫瑰花艺0,4383,5,15837138454、13526498046,1540464554,1540464554@qq.com,河南省郑州市管城回族区,郑汴路36号院爱花居鲜花速递,16
333023,3,超美鲜花,62598,15136129646,4876,5,15136129646、13849170820,625872637,625872637@qq.com,河南省郑州市中原区,中原路与秦岭路交叉口向东走50米路南,16
236205,321,无锡六色花坊,21494,六色花坊,128,5,13914134680,751827494,751827494@qq.com,江苏省无锡市梁溪区,南长区芦庄路芦庄六区东区出口处六色鲜花,16
226830,3,吴江玲玲花艺,21294,吴江玲玲花艺,4150,5,18351759595,1779863675,1779863675@qq.com,江苏省苏州市吴江区,吴江区江苏省苏州市交通路2351号大发未来苑大发电器市场6栋c3c4,16
304037,3,丘比特花花艺,28425,丘比特花花艺,4513,5,15005974878、15005974878,524364582,524364582@qq.com,福建省福州市晋安区,福马路448号,16
247130,321,山城鲜花店,17195,山城鲜花店,62,5,13752889290,1367797412,1367797412@qq.com,重庆市沙坪坝区,重庆市沙坪坝区小龙坎新街29号（三峡广场）,16
301075,3,爱花居北京市北土城路店,24964,芊艺花坊,4271,5,18737179968,1299530980,2758618582@qq.com,北京市朝阳区,对外经贸大学南门对面利天弘市场门脸房,16
255711,321,株洲红叶鲜花,22008,株洲红叶鲜花,82,5,15973316661,2324753279,604911697@qq.com,湖南省株洲市天元区,建设北路1972号,16
304116,3,飞燕勿忘我花卉,28507,飞燕勿忘我花卉,4404,5,13951740804,1852682709,1852682709@qq.com,江苏省南京市玄武区,珠江路碑亭巷一枝园3号,16
249949,3,河北承德双桥百卉鲜花店,19543,承德百卉鲜花,1749,5,13932499339、18603340399,904175719,1079545899@qq.com,河北省承德市双桥区,西大街虹桥住宅楼底商,17
309601,3,爱花居温州市双龙路店,37924,暗香花坊,4491,5,13868672343、13868672343,470905507,470905507@qq.com,浙江省温州市鹿城区,南汇街道双龙路218号,17
418132,3,无锡薪花园,148229,心之属鲜花坊,4515,5,13861448099、18051572739,539833248,539833248@qq.com,江苏省无锡市梁溪区,颐和湾公寓25-36薪花园,17
243764,321,义乌爱尚花艺,22591,义乌爱尚花艺,58,5,13665833593,420083691,hjf19820709@126.com,浙江省金华市义乌市,工人北路808号国际商贸城旁,17
304235,3,即墨礼之花鲜花店,28624,即墨花之礼花艺生活馆,4418,5,15863089172,927164953,927164953@qq.com,山东省济南市市中区,市中区马鞍山52号园林花卉批发市场,17
